gene,disease,human_uid,match_uid,match_species,score,h_gini,m_gini,h_n,m_n,h_conc,m_conc,h_falpha,m_falpha
RSPO4,"Nail disorder, non-syndromic congenital, 4",Q2I0M5,Q9LMU2,arabidopsis,90,0.9234,0.9235,230,192,44.0,42.0,0.2,0.18
RSPO4,"Nail disorder, non-syndromic congenital, 4",Q2I0M5,Q9SH66,arabidopsis,90,0.9234,0.9176,230,178,44.0,42.0,0.2,0.2
RSPO4,"Nail disorder, non-syndromic congenital, 4",Q2I0M5,Q5AD07,candida,90,0.9234,0.9168,230,224,44.0,52.0,0.2,0.1
RSPO4,"Nail disorder, non-syndromic congenital, 4",Q2I0M5,Q29463,cow,90,0.9234,0.9095,230,243,44.0,32.0,0.2,0.19
JAM2,"Basal ganglia calcification, idiopathic, 8, autosomal recessive",P57087,Q9SHD1,arabidopsis,90,0.9258,0.9187,294,255,45.0,60.0,0.25,0.23
JAM2,"Basal ganglia calcification, idiopathic, 8, autosomal recessive",P57087,P52430,mouse,90,0.9258,0.9227,294,351,45.0,36.0,0.25,0.24
JAM2,"Basal ganglia calcification, idiopathic, 8, autosomal recessive",P57087,P54313,rat,90,0.9258,0.907,294,336,45.0,43.0,0.25,0.24
JAM2,"Basal ganglia calcification, idiopathic, 8, autosomal recessive",P57087,Q91XV7,rat,90,0.9258,0.9224,294,281,45.0,33.0,0.25,0.23
DEAF1,"Vulto-van Silfout-de Vries syndrome; Neurodevelopmental disorder with hypotonia, impaired expressive language, and with ",O75398,O77562,chimp,90,0.9329,0.9373,561,561,45.0,42.0,0.25,0.25
CLEC7A,"Candidiasis, familial, 4",Q9BXN2,Q8LCT3,arabidopsis,90,0.9188,0.9106,243,232,38.0,44.0,0.29,0.31
KLK11,Ichthyosis with erythrokeratoderma,Q9UBX7,Q9S7F3,arabidopsis,90,0.926,0.9071,278,272,36.0,44.0,0.2,0.18
KLK11,Ichthyosis with erythrokeratoderma,Q9UBX7,P27512,mouse,90,0.926,0.9276,278,285,36.0,43.0,0.2,0.2
KLK11,Ichthyosis with erythrokeratoderma,Q9UBX7,O02733,pig,90,0.926,0.9295,278,266,36.0,33.0,0.2,0.19
KLK11,Ichthyosis with erythrokeratoderma,Q9UBX7,P13084,rat,90,0.926,0.9194,278,288,36.0,48.0,0.2,0.17
NOG,"Symphalangism, proximal 1A; Multiple synostoses syndrome 1; Tarsal-carpal coalition syndrome; Stapes ankylosis with broa",Q13253,O65252,arabidopsis,90,0.9144,0.9035,228,209,30.0,31.0,0.33,0.31
NOG,"Symphalangism, proximal 1A; Multiple synostoses syndrome 1; Tarsal-carpal coalition syndrome; Stapes ankylosis with broa",Q13253,P93000,arabidopsis,90,0.9144,0.9323,228,215,30.0,42.0,0.33,0.31
SLURP1,Mal de Meleda,P55000,P04837,cow,90,0.9133,0.9213,99,125,29.0,42.0,0.26,0.23
SLURP1,Mal de Meleda,P55000,C0HL64,fly,90,0.9133,0.9021,99,101,29.0,25.0,0.26,0.2
SLURP1,Mal de Meleda,P55000,P18427,rat,90,0.9133,0.91,99,126,29.0,31.0,0.26,0.24
ASIP,Obesity and hypopigmentation,P42127,O88890,mouse,90,0.9352,0.9265,128,122,35.0,45.0,0.2,0.21
ASIP,Obesity and hypopigmentation,P42127,P40057,yeast,90,0.9352,0.9275,128,124,35.0,61.0,0.2,0.19
CFAP221,"Ciliary dyskinesia, primary, 55",Q4G0U5,O82302,arabidopsis,88,0.9589,0.9652,836,779,604.0,573.0,0.29,0.25
TAF2,"Neurodevelopmental disorder with feeding difficulties, thin corpus callosum, and foot deformity",Q6P1X5,P12661,cow,88,0.9202,0.9208,1195,1282,476.0,643.0,0.42,0.43
MEGF10,"Congenital myopathy 10A, severe variant; Congenital myopathy 10B, mild variant",Q96KG7,P41950,worm,88,0.9533,0.948,1136,1133,282.0,274.0,0.12,0.16
B4GALNT1,"Spastic paraplegia 26, autosomal recessive",Q00973,Q02936,fly,88,0.9536,0.9464,529,467,310.0,242.0,0.33,0.32
EGF,Hypomagnesemia 4,P01133,E9QJQ6,zebrafish,88,0.9624,0.9595,1203,1115,291.0,209.0,0.14,0.12
CNNM4,Jalili syndrome,Q6P4Q7,Q9SJE1,arabidopsis,88,0.9384,0.9196,771,756,258.0,244.0,0.43,0.41
DGKE,"Nephrotic syndrome 7; Hemolytic uremic syndrome, atypical, 7",P52429,Q8RXN5,arabidopsis,88,0.9347,0.9308,563,643,296.0,210.0,0.4,0.42
DGKE,"Nephrotic syndrome 7; Hemolytic uremic syndrome, atypical, 7",P52429,Q5ZIH2,chicken,88,0.9347,0.9269,563,545,296.0,269.0,0.4,0.46
DGKE,"Nephrotic syndrome 7; Hemolytic uremic syndrome, atypical, 7",P52429,Q99K82,mouse,88,0.9347,0.919,563,551,296.0,290.0,0.4,0.42
DGKE,"Nephrotic syndrome 7; Hemolytic uremic syndrome, atypical, 7",P52429,P06115,yeast,88,0.9347,0.9261,563,558,296.0,172.0,0.4,0.42
GCM2,"Hypoparathyroidism, familial isolated, 2; Hyperparathyroidism 4",O75603,P19218,rat,88,0.9053,0.9026,502,526,237.0,284.0,0.1,0.15
CCM2,Cerebral cavernous malformations 2,Q9BSQ5,Q55GA0,dictyostelium,88,0.9393,0.9232,440,458,242.0,177.0,0.36,0.36
PDZD8,Intellectual developmental disorder with autism and dysmorphic facies,Q8NEN9,G5EFD5,worm,88,0.9202,0.9112,1150,1038,237.0,199.0,0.24,0.24
DBT,Maple syrup urine disease 2,P11182,Q91ZV7,mouse,88,0.9341,0.9467,478,496,249.0,187.0,0.29,0.26
LRIG2,Urofacial syndrome 2,O94898,Q63722,rat,88,0.9445,0.9387,1061,1215,238.0,262.0,0.16,0.16
LRIG2,Urofacial syndrome 2,O94898,P41950,worm,88,0.9445,0.948,1061,1133,238.0,274.0,0.16,0.16
SYK,Immunodeficiency 82 with systemic inflammation,P43405,F1MJW3,cow,88,0.9228,0.9235,631,648,241.0,224.0,0.39,0.43
SYK,Immunodeficiency 82 with systemic inflammation,P43405,O74400,fission_yeast,88,0.9228,0.9214,631,670,241.0,233.0,0.39,0.42
SYK,Immunodeficiency 82 with systemic inflammation,P43405,Q8ZNB2,salmonella,88,0.9228,0.9057,631,662,241.0,221.0,0.39,0.41
PCSK9,"Hypercholesterolemia, familial, 3",Q8NBP7,P18460,chicken,88,0.9225,0.9277,688,802,208.0,269.0,0.24,0.25
PCSK9,"Hypercholesterolemia, familial, 3",Q8NBP7,Q03173,mouse,88,0.9225,0.9322,688,798,208.0,154.0,0.24,0.25
TMEM132E,"Deafness, autosomal recessive, 99",Q6IEE7,Q5DRA2,chimp,88,0.9253,0.9345,1070,940,205.0,210.0,0.14,0.16
TMEM132E,"Deafness, autosomal recessive, 99",Q6IEE7,Q5DRF1,chimp,88,0.9253,0.9317,1070,946,205.0,187.0,0.14,0.15
TMEM132E,"Deafness, autosomal recessive, 99",Q6IEE7,Q27977,cow,88,0.9253,0.9155,1070,1160,205.0,194.0,0.14,0.13
JPH3,Huntington disease-like 2,Q8WXH2,Q8JZM4,mouse,88,0.9294,0.9371,744,733,216.0,223.0,0.17,0.17
CBLIF,Hereditary intrinsic factor deficiency,P27352,Q8ZQR2,salmonella,88,0.9201,0.9181,413,403,217.0,157.0,0.5,0.44
CBLIF,Hereditary intrinsic factor deficiency,P27352,Q2FVJ6,staph,88,0.9201,0.9299,413,448,217.0,250.0,0.5,0.5
MRTFA,Immunodeficiency 66,Q969V6,E9QAF0,mouse,88,0.9246,0.9161,927,1010,202.0,288.0,0.24,0.21
MRTFA,Immunodeficiency 66,Q969V6,Q66L42,mouse,88,0.9246,0.9248,927,936,202.0,262.0,0.24,0.28
GRIN2A,"Epilepsy, focal, with speech disorder and with or without impaired intellectual development",Q12879,F4K1J4,arabidopsis,88,0.913,0.9131,1460,1419,167.0,326.0,0.28,0.27
GRIN2A,"Epilepsy, focal, with speech disorder and with or without impaired intellectual development",Q12879,P13508,worm,88,0.913,0.9215,1460,1291,167.0,153.0,0.28,0.27
EPOR,"Erythrocytosis, familial, 1",P19235,Q60846,mouse,88,0.9216,0.9205,504,494,153.0,82.0,0.15,0.15
HNF1A,Hepatic adenomas familial; Maturity-onset diabetes of the young 3; Type 1 diabetes mellitus 20,P20823,P28841,rat,88,0.9249,0.9164,627,633,173.0,152.0,0.26,0.31
LRRC56,"Ciliary dyskinesia, primary, 39",Q8IYG6,Q04503,dictyostelium,88,0.923,0.9258,538,551,186.0,234.0,0.21,0.18
SUN5,Spermatogenic failure 16,Q8TC36,Q9ZV89,arabidopsis,88,0.9327,0.9366,375,355,205.0,169.0,0.37,0.36
LPL,"Hyperlipoproteinemia 1; Hyperlipidemia, familial combined, 3",P06858,Q9LZY4,arabidopsis,88,0.929,0.9248,471,484,175.0,255.0,0.38,0.38
PHOX2A,"Fibrosis of extraocular muscles, congenital, 2",O14813,P76190,ecoli,88,0.9358,0.9303,280,267,150.0,79.0,0.25,0.23
FAM20C,Raine syndrome,Q8IXL6,Q9LZA4,arabidopsis,88,0.9289,0.9188,580,596,139.0,169.0,0.39,0.38
FAM20C,Raine syndrome,Q8IXL6,A4IF93,cow,88,0.9289,0.9176,580,553,139.0,104.0,0.39,0.42
FAM20C,Raine syndrome,Q8IXL6,Q863I2,pig,88,0.9289,0.9235,580,525,139.0,143.0,0.39,0.4
CHRNA4,"Epilepsy, nocturnal frontal lobe, 1",P43681,Q0V8B6,cow,88,0.931,0.9289,623,559,147.0,130.0,0.36,0.33
CHRNA4,"Epilepsy, nocturnal frontal lobe, 1",P43681,O13370,fission_yeast,88,0.931,0.9167,623,632,147.0,192.0,0.36,0.36
AIRE,"Autoimmune polyendocrine syndrome 1, with or without reversible metaphyseal dysplasia",O43918,Q8C031,mouse,88,0.9337,0.9326,541,636,180.0,130.0,0.23,0.22
AIRE,"Autoimmune polyendocrine syndrome 1, with or without reversible metaphyseal dysplasia",O43918,Q8C5L3,mouse,88,0.9337,0.9276,541,536,180.0,163.0,0.23,0.2
AIRE,"Autoimmune polyendocrine syndrome 1, with or without reversible metaphyseal dysplasia",O43918,Q9JIL4,mouse,88,0.9337,0.9303,541,515,180.0,155.0,0.23,0.26
GALT,Galactosemia 1,P07902,O14074,fission_yeast,88,0.9681,0.9591,375,335,168.0,235.0,0.41,0.38
ZMIZ1,Neurodevelopmental disorder with dysmorphic facies and distal skeletal anomalies,Q9ULJ6,P34102,dictyostelium,88,0.9164,0.9092,1063,906,128.0,117.0,0.22,0.22
IL6ST,"Hyper-IgE syndrome 4A, autosomal dominant, with recurrent infections; Hyper-IgE syndrome 4B, autosomal recessive, with r",P40189,P08641,chicken,88,0.9298,0.9257,914,883,228.0,316.0,0.13,0.17
IL6ST,"Hyper-IgE syndrome 4A, autosomal dominant, with recurrent infections; Hyper-IgE syndrome 4B, autosomal recessive, with r",P40189,Q04594,chicken,88,0.9298,0.9269,914,827,228.0,182.0,0.13,0.11
IL6ST,"Hyper-IgE syndrome 4A, autosomal dominant, with recurrent infections; Hyper-IgE syndrome 4B, autosomal recessive, with r",P40189,Q9N1E4,gorilla,88,0.9298,0.9336,914,843,228.0,187.0,0.13,0.12
FCGR2B,Systemic lupus erythematosus,P31994,Q00609,mouse,88,0.9475,0.9404,306,302,147.0,112.0,0.2,0.25
FCGR2B,Systemic lupus erythematosus,P31994,Q5M8S2,mouse,88,0.9475,0.9446,306,310,147.0,103.0,0.2,0.2
FCGR2B,Systemic lupus erythematosus,P31994,Q9DBH5,mouse,88,0.9475,0.9462,306,354,147.0,201.0,0.2,0.19
TPK1,"Thiamine metabolism dysfunction syndrome 5, episodic encephalopathy type",Q9H3S4,Q54J69,dictyostelium,88,0.9477,0.9412,239,213,153.0,124.0,0.34,0.37
TPK1,"Thiamine metabolism dysfunction syndrome 5, episodic encephalopathy type",Q9H3S4,Q60E61,rice,88,0.9477,0.954,239,227,153.0,135.0,0.34,0.34
SMOC1,Ophthalmoacromelic syndrome,Q9H4F8,Q9ZT42,arabidopsis,88,0.9175,0.9164,430,371,117.0,147.0,0.34,0.33
MOGS,Type IIb congenital disorder of glycosylation,Q13724,P71707,tuberculosis,88,0.9264,0.9311,833,816,145.0,234.0,0.39,0.39
MYRF,"Encephalitis/encephalopathy, mild, with reversible myelin vacuolization; Cardiac-urogenital syndrome; Nanophthalmos 1",Q9Y2G1,Q8VHR0,mouse,88,0.9197,0.9206,1147,1130,162.0,236.0,0.15,0.15
SLITRK1,Trichotillomania,Q96PX8,P93755,arabidopsis,88,0.9315,0.9289,692,712,109.0,68.0,0.26,0.26
IFNAR2,Immunodeficiency 45,P48551,Q9CT10,mouse,88,0.9231,0.9107,511,487,99.0,96.0,0.15,0.16
AMN,Imerslund-Grasbeck syndrome 2,Q9BXJ7,Q02780,mouse,88,0.9481,0.9536,449,528,127.0,148.0,0.31,0.3
AMN,Imerslund-Grasbeck syndrome 2,Q9BXJ7,P09414,rat,88,0.9481,0.9512,449,505,127.0,139.0,0.31,0.28
NCF1,"Granulomatous disease, chronic, autosomal recessive, 1",P14598,Q8MYF0,dictyostelium,88,0.9336,0.9268,386,373,127.0,139.0,0.34,0.32
NCF1,"Granulomatous disease, chronic, autosomal recessive, 1",P14598,P58535,salmonella,88,0.9336,0.9279,386,368,127.0,152.0,0.34,0.34
GSX2,Diencephalic-mesencephalic junction dysplasia syndrome 2,Q9BZM3,Q9FMZ0,arabidopsis,88,0.9401,0.9411,300,333,138.0,126.0,0.14,0.14
OTUD7A,Neurodevelopmental disorder with hypotonia and seizures,Q8TE49,Q9SNA3,arabidopsis,88,0.9457,0.9422,922,885,164.0,210.0,0.3,0.32
OTUD7A,Neurodevelopmental disorder with hypotonia and seizures,Q8TE49,Q0GA42,mouse,88,0.9457,0.9442,922,947,164.0,164.0,0.3,0.35
RNF220,"Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy",Q5VTB9,Q9ZWA6,arabidopsis,88,0.927,0.9257,562,502,88.0,70.0,0.22,0.21
RNF220,"Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy",Q5VTB9,P17225,mouse,88,0.927,0.9216,562,551,88.0,65.0,0.22,0.28
RNF220,"Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy",Q5VTB9,Q2FYF1,staph,88,0.927,0.9185,562,482,88.0,75.0,0.22,0.19
NECTIN1,"Ectodermal dysplasia, Margarita Island type; Non-syndromic orofacial cleft 7",Q15223,Q8GXT3,arabidopsis,88,0.9191,0.9141,513,450,85.0,67.0,0.13,0.13
ARL3,Joubert syndrome 35; Retinitis pigmentosa 83,P36405,O31633,bacillus,88,0.922,0.9048,178,177,91.0,67.0,0.43,0.45
ARL3,Joubert syndrome 35; Retinitis pigmentosa 83,P36405,P08642,chicken,88,0.922,0.9209,178,185,91.0,71.0,0.43,0.44
CD40,Immunodeficiency with hyper-IgM 3,P25942,P24806,arabidopsis,88,0.9341,0.9204,273,265,107.0,119.0,0.19,0.2
RUNX2,Cleidocranial dysplasia 1; Metaphyseal dysplasia with maxillary hypoplasia with or without brachydactyly,Q13950,O62589,fly,88,0.9366,0.9212,517,527,91.0,71.0,0.16,0.19
HOXA2,"Microtia, hearing impairment, and cleft palate; Microtia with or without hearing impairment",O43364,Q06AT9,pig,88,0.9267,0.9216,372,355,105.0,101.0,0.18,0.23
HOXA2,"Microtia, hearing impairment, and cleft palate; Microtia with or without hearing impairment",O43364,P12841,rat,88,0.9267,0.9169,372,376,105.0,88.0,0.18,0.2
HNRNPH2,"Intellectual developmental disorder, X-linked, syndromic, Bain type",P55795,P35583,mouse,88,0.9237,0.9096,445,455,86.0,92.0,0.18,0.2
HNRNPH2,"Intellectual developmental disorder, X-linked, syndromic, Bain type",P55795,P23512,rat,88,0.9237,0.924,445,462,86.0,133.0,0.18,0.2
DCT,"Albinism, oculocutaneous, 8",P40126,O17670,worm,88,0.9384,0.9426,515,499,83.0,158.0,0.39,0.39
NAF1,"Pulmonary fibrosis, and/or bone marrow failure syndrome, telomere-related, 7",Q96HR8,P14753,mouse,88,0.9259,0.9271,490,503,71.0,69.0,0.11,0.15
NAF1,"Pulmonary fibrosis, and/or bone marrow failure syndrome, telomere-related, 7",Q96HR8,P25918,mouse,88,0.9259,0.918,490,543,71.0,66.0,0.11,0.13
SLITRK2,"Intellectual developmental disorder, X-linked 111",Q9H156,P15619,fly,88,0.9314,0.9118,841,865,135.0,142.0,0.21,0.22
SLITRK2,"Intellectual developmental disorder, X-linked 111",Q9H156,Q8R534,mouse,88,0.9314,0.9268,841,802,135.0,97.0,0.21,0.27
DLL1,Neurodevelopmental disorder with non-specific brain abnormalities and with or without seizures,O00548,P56974,mouse,88,0.9245,0.918,719,752,72.0,70.0,0.15,0.16
PRLR,Multiple fibroadenomas of the breast; Hyperprolactinemia,P16471,Q62523,mouse,88,0.9296,0.928,618,560,88.0,85.0,0.16,0.16
TBL1XR1,"Pierpont syndrome; Intellectual developmental disorder, autosomal dominant 41",Q9BZK7,P14197,dictyostelium,88,0.9331,0.9405,510,474,101.0,118.0,0.28,0.29
ILDR1,"Deafness, autosomal recessive, 42",Q86SU0,Q94C33,arabidopsis,88,0.912,0.9009,542,517,70.0,73.0,0.18,0.18
ILDR1,"Deafness, autosomal recessive, 42",Q86SU0,Q28172,cow,88,0.912,0.9182,542,577,70.0,90.0,0.18,0.19
YAP1,"Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or impaired intellectual development",P46937,Q08DV5,cow,88,0.9336,0.9284,500,562,97.0,108.0,0.23,0.22
YAP1,"Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or impaired intellectual development",P46937,Q7TSY6,mouse,88,0.9336,0.93,500,482,97.0,134.0,0.23,0.26
YAP1,"Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or impaired intellectual development",P46937,Q80ZD9,mouse,88,0.9336,0.9268,500,515,97.0,84.0,0.23,0.27
IRF2BPL,"Neurodevelopmental disorder with regression, abnormal movements, loss of speech, and seizures",Q9H1B7,Q9MA83,arabidopsis,88,0.9343,0.9275,792,782,77.0,83.0,0.27,0.29
IL1R1,Chronic recurrent multifocal osteomyelitis 3,P14778,Q3V3N7,mouse,88,0.9281,0.9174,565,589,70.0,83.0,0.29,0.27
ENG,"Telangiectasia, hereditary hemorrhagic, 1",P17813,P07722,rat,88,0.925,0.9225,654,622,68.0,95.0,0.19,0.14
LIMS2,"Muscular dystrophy, autosomal recessive, with cardiomyopathy and triangular tongue",Q7Z4I7,Q69ZC8,mouse,88,0.9301,0.9187,337,342,63.0,47.0,0.31,0.3
GATA1,"X-linked dyserythropoietic anemia and thrombocytopenia; Thrombocytopenia with beta-thalassemia, X-linked; Anemia without",P15976,Q71FD7,mouse,88,0.9145,0.9116,409,371,72.0,71.0,0.12,0.14
MPZL2,"Deafness, autosomal recessive, 111",O60487,P08642,chicken,88,0.9303,0.9209,211,185,72.0,71.0,0.44,0.44
MPZL2,"Deafness, autosomal recessive, 111",O60487,O13748,fission_yeast,88,0.9303,0.9266,211,215,72.0,70.0,0.44,0.45
MPZL2,"Deafness, autosomal recessive, 111",O60487,Q9D123,mouse,88,0.9303,0.9274,211,236,72.0,75.0,0.44,0.42
CD19,"Immunodeficiency, common variable, 3",P15391,Q38J84,chimp,88,0.9186,0.9091,552,547,59.0,80.0,0.15,0.19
CD19,"Immunodeficiency, common variable, 3",P15391,Q61727,mouse,88,0.9186,0.9149,552,571,59.0,77.0,0.15,0.13
CD19,"Immunodeficiency, common variable, 3",P15391,Q8BQH6,mouse,88,0.9186,0.9154,552,536,59.0,80.0,0.15,0.16
SLITRK6,Deafness and myopia,Q9H5Y7,Q54JV5,dictyostelium,88,0.9331,0.927,837,869,62.0,69.0,0.27,0.29
TSHB,"Hypothyroidism, congenital, non-goitrous, 4",P01222,P60986,cow,88,0.9304,0.9217,134,141,66.0,64.0,0.25,0.23
FAM177A1,Neurodevelopmental disorder with white matter abnormalities and gait disturbance,Q8N128,Q0VCE2,cow,88,0.9216,0.9301,209,214,59.0,70.0,0.37,0.33
FAM177A1,Neurodevelopmental disorder with white matter abnormalities and gait disturbance,Q8N128,P0AAK1,ecoli,88,0.9216,0.9287,209,199,59.0,64.0,0.37,0.36
MAG,"Spastic paraplegia 75, autosomal recessive",P20916,Q9QZT0,rat,88,0.9239,0.9338,622,603,70.0,119.0,0.14,0.16
SCARF2,Van den Ende-Gupta syndrome,Q96GP6,Q0P5V2,mouse,88,0.9182,0.9015,867,860,77.0,89.0,0.11,0.1
VEZF1,"Cardiomyopathy, dilated, 1OO",Q14119,Q2KHZ8,cow,88,0.9279,0.9226,517,532,80.0,126.0,0.35,0.34
VEZF1,"Cardiomyopathy, dilated, 1OO",Q14119,Q70KH2,pig,88,0.9279,0.9132,517,532,80.0,101.0,0.35,0.35
VEZF1,"Cardiomyopathy, dilated, 1OO",Q14119,Q39817,soybean,88,0.9279,0.9234,517,542,80.0,141.0,0.35,0.34
CD70,Lymphoproliferative syndrome 3,P32970,P67964,chicken,88,0.9343,0.9299,189,212,63.0,74.0,0.3,0.29
CD70,Lymphoproliferative syndrome 3,P32970,Q0VCA0,cow,88,0.9343,0.9404,189,203,63.0,80.0,0.3,0.29
CD70,Lymphoproliferative syndrome 3,P32970,Q6K5P8,rice,88,0.9343,0.9381,189,219,63.0,46.0,0.3,0.29
IKZF5,Thrombocytopenia 7,Q9H5V7,Q2NL30,cow,88,0.9347,0.929,415,408,67.0,69.0,0.25,0.31
WFDC2,Bronchiectasis and nasal polyposis,Q14508,Q3ZBS2,cow,88,0.9365,0.9324,120,128,53.0,63.0,0.25,0.26
TBL1X,"Hypothyroidism, congenital, non-goitrous, 8",O60907,P17225,mouse,88,0.9242,0.9216,573,551,70.0,65.0,0.26,0.28
ISG15,"Immunodeficiency 38, with basal ganglia calcification",P05161,Q8K0C5,mouse,88,0.9333,0.9269,161,163,69.0,51.0,0.27,0.23
ISG15,"Immunodeficiency 38, with basal ganglia calcification",P05161,P14630,rat,88,0.9333,0.9256,161,186,69.0,85.0,0.27,0.31
DEAF1,"Vulto-van Silfout-de Vries syndrome; Neurodevelopmental disorder with hypotonia, impaired expressive language, and with ",O75398,Q8R5M3,rat,88,0.9329,0.9425,561,574,45.0,55.0,0.25,0.29
EMD,"Emery-Dreifuss muscular dystrophy 1, X-linked",P50402,O17536,worm,88,0.9307,0.9301,250,249,42.0,41.0,0.24,0.16
KLK11,Ichthyosis with erythrokeratoderma,Q9UBX7,Q5QNS5,mouse,88,0.926,0.9331,278,301,36.0,43.0,0.2,0.23
PIK3CD,"Immunodeficiency 14A with lymphoproliferation, autosomal dominant; Immunodeficiency 14B, autosomal recessive; Roifman-Ch",O00329,O14232,fission_yeast,87,0.9461,0.9443,1040,1113,598.0,628.0,0.49,0.45
PHF8,"Intellectual developmental disorder, X-linked, syndromic, Siderius type",Q9UPP1,P40798,fly,87,0.9514,0.9317,1056,1102,363.0,245.0,0.23,0.25
TNIK,"Intellectual developmental disorder, autosomal recessive 54",Q9UKE5,M9PH32,fly,87,0.9179,0.9214,1356,1202,292.0,168.0,0.3,0.31
MEGF10,"Congenital myopathy 10A, severe variant; Congenital myopathy 10B, mild variant",Q96KG7,G5EBF1,worm,87,0.9533,0.9513,1136,1269,282.0,240.0,0.12,0.12
ASXL1,Bohring-Opitz syndrome; Myelodysplastic syndrome,Q8IXJ9,Q9XER9,arabidopsis,87,0.9204,0.9159,1537,1388,288.0,223.0,0.11,0.14
ASXL1,Bohring-Opitz syndrome; Myelodysplastic syndrome,Q8IXJ9,Q4JK59,mouse,87,0.9204,0.915,1537,1908,288.0,254.0,0.11,0.11
ASXL1,Bohring-Opitz syndrome; Myelodysplastic syndrome,Q8IXJ9,Q67FY3,zebrafish,87,0.9204,0.9013,1537,1526,288.0,158.0,0.11,0.1
SYCP2,Spermatogenic failure 1,Q9BX26,A2T7F2,chimp,87,0.9163,0.9177,1526,1584,304.0,218.0,0.28,0.22
EGF,Hypomagnesemia 4,P01133,P41950,worm,87,0.9624,0.948,1203,1133,291.0,274.0,0.14,0.16
CNNM4,Jalili syndrome,Q6P4Q7,Q6DYE8,mouse,87,0.9384,0.9368,771,870,258.0,214.0,0.43,0.39
CNNM4,Jalili syndrome,Q6P4Q7,Q6Y9P5,rice,87,0.9384,0.942,771,591,258.0,359.0,0.43,0.44
DCLRE1B,"Dyskeratosis congenita, autosomal recessive, 8",Q9H816,Q08DH3,cow,87,0.9375,0.9416,528,449,265.0,256.0,0.27,0.23
DCLRE1B,"Dyskeratosis congenita, autosomal recessive, 8",Q9H816,Q6ZKL8,rice,87,0.9375,0.927,528,527,265.0,202.0,0.27,0.25
CRB2,Focal segmental glomerulosclerosis 9; Retinitis pigmentosa; Ventriculomegaly with cystic kidney disease,Q5IJ48,P07522,rat,87,0.9315,0.9393,1281,1129,340.0,425.0,0.12,0.15
CCM2,Cerebral cavernous malformations 2,Q9BSQ5,P25118,mouse,87,0.9393,0.9304,440,450,242.0,159.0,0.36,0.33
CCM2,Cerebral cavernous malformations 2,Q9BSQ5,Q9D416,mouse,87,0.9393,0.938,440,368,242.0,221.0,0.36,0.36
PDZD8,Intellectual developmental disorder with autism and dysmorphic facies,Q8NEN9,B1AQJ2,mouse,87,0.9202,0.9034,1150,1094,237.0,181.0,0.24,0.18
DBT,Maple syrup urine disease 2,P11182,Q9M9H4,arabidopsis,87,0.9341,0.9263,478,496,249.0,153.0,0.29,0.25
DBT,Maple syrup urine disease 2,P11182,Q561R1,rat,87,0.9341,0.9246,478,514,249.0,311.0,0.29,0.23
DBT,Maple syrup urine disease 2,P11182,A3BN26,rice,87,0.9341,0.9227,478,473,249.0,170.0,0.29,0.3
LRIG2,Urofacial syndrome 2,O94898,O54826,mouse,87,0.9445,0.9447,1061,1064,238.0,191.0,0.16,0.16
BUD13,Achalasia-progeroid syndrome,Q9BRD0,Q2KI23,cow,87,0.9195,0.9304,615,626,193.0,169.0,0.25,0.31
BUD13,Achalasia-progeroid syndrome,Q9BRD0,Q54BF0,dictyostelium,87,0.9195,0.918,615,589,193.0,150.0,0.25,0.33
BUD13,Achalasia-progeroid syndrome,Q9BRD0,Q62074,mouse,87,0.9195,0.9123,615,591,193.0,181.0,0.25,0.34
BUD13,Achalasia-progeroid syndrome,Q9BRD0,P42950,yeast,87,0.9195,0.9182,615,614,193.0,171.0,0.25,0.32
HEPHL1,"Abnormal hair, joint laxity, and developmental delay",Q6MZM0,Q90Y54,zebrafish,87,0.9417,0.9373,1155,1209,183.0,153.0,0.23,0.17
GOT2,Developmental and epileptic encephalopathy 82,P00505,P06604,fly,87,0.9157,0.9008,426,445,213.0,208.0,0.5,0.55
GOT2,Developmental and epileptic encephalopathy 82,P00505,Q68FR8,rat,87,0.9157,0.93,426,446,213.0,286.0,0.5,0.54
SASH3,Immunodeficiency 102,O75995,P49415,fly,87,0.9403,0.9381,376,395,220.0,125.0,0.18,0.15
ATXN2,Spinocerebellar ataxia 2; Amyotrophic lateral sclerosis 13,Q99700,A2A7S8,mouse,87,0.938,0.9451,1309,1009,280.0,368.0,0.1,0.1
SQSTM1,"Paget disease of bone 3; Frontotemporal dementia and/or amyotrophic lateral sclerosis 3; Neurodegeneration with ataxia, ",Q13501,O77656,cow,87,0.9421,0.9417,436,467,278.0,264.0,0.25,0.29
SQSTM1,"Paget disease of bone 3; Frontotemporal dementia and/or amyotrophic lateral sclerosis 3; Neurodegeneration with ataxia, ",Q13501,Q02936,fly,87,0.9421,0.9464,436,467,278.0,242.0,0.25,0.32
YEATS2,"Epilepsy, familial adult myoclonic, 4",Q9ULM3,Q54B29,dictyostelium,87,0.9448,0.9417,1418,1709,254.0,189.0,0.19,0.17
