label,pdb_id,chain,n_residues,n_valid,gini,kappa2_mean,kappa2_median,kappa2_max,kappa2_std,alpha,beta,loop,frac_alpha,frac_beta,kappa2_alpha,kappa2_beta,kappa2_loop,ligand,ligand_atoms,top1_res,top1_kappa2
AF-Q9DCD0-F1-model_v6,AF,A,483,479,0.7799,69.9,7.8,1652.6,148.5,284,139,56,0.59,0.29,114.8,6.2,0.6,NONE,0,444,1652.6
AF-Q9DCD2-F1-model_v6,AF,A,855,851,0.7623,69.4,15.4,4510.2,206.9,631,142,78,0.74,0.17,92.2,5.1,1.6,NONE,0,632,4510.2
AF-Q9DCD5-F1-model_v6,AF,A,549,545,0.8607,169.1,6.5,8062.2,574.8,230,206,109,0.42,0.38,387.8,11.1,6.1,NONE,0,152,8062.2
AF-Q9DCD6-F1-model_v6,AF,A,117,113,0.8497,45.5,1.3,1105.1,131.2,49,53,11,0.43,0.47,100.1,4.4,0.6,NONE,0,19,1105.1
AF-Q9DCE5-F1-model_v6,AF,A,382,378,0.7819,11.3,1.3,241.4,25.8,52,273,53,0.14,0.72,1.7,15.3,0.4,NONE,0,262,241.4
AF-Q9DCE9-F1-model_v6,AF,A,423,419,0.8079,139.4,11.7,5822.6,407.3,264,104,51,0.63,0.25,217.4,8.6,2.3,NONE,0,282,5822.6
AF-Q9DCF1-F1-model_v6,AF,A,365,361,0.8917,42.3,3.3,1513.9,164.5,49,255,57,0.14,0.71,253.1,10.8,2.4,NONE,0,243,1513.9
AF-Q9DCF9-F1-model_v6,AF,A,185,181,0.6868,179.4,86.3,2673.2,332.2,160,14,7,0.88,0.08,202.8,1.3,2.1,NONE,0,63,2673.2
AF-Q9DCG2-F1-model_v6,AF,A,228,224,0.911,117.8,3.0,11435.5,787.1,76,120,28,0.34,0.54,287.9,37.4,0.6,NONE,0,179,11435.5
AF-Q9DCG6-F1-model_v6,AF,A,288,284,0.8563,23.0,2.2,875.7,79.6,95,156,33,0.33,0.55,56.2,7.6,0.5,NONE,0,85,875.7
AF-Q9DCG9-F1-model_v6,AF,A,125,121,0.836,32.7,1.9,495.3,79.0,50,53,18,0.41,0.44,69.4,6.2,9.0,NONE,0,57,495.3
AF-Q9DCH2-F1-model_v6,AF,A,140,136,0.8378,41.1,3.4,873.4,110.0,36,77,23,0.26,0.57,126.8,12.6,2.6,NONE,0,52,873.4
AF-Q9DCH4-F1-model_v6,AF,A,361,357,0.8095,63.5,4.5,1103.0,138.4,141,173,43,0.39,0.48,150.5,8.3,0.6,NONE,0,285,1103.0
AF-Q9DCH6-F1-model_v6,AF,A,223,219,0.9394,57.9,1.5,5107.0,373.6,40,128,51,0.18,0.58,275.4,12.3,1.7,NONE,0,35,5107.0
AF-Q9DCI3-F1-model_v6,AF,A,235,231,0.7448,83.7,17.0,1270.6,159.7,144,59,28,0.62,0.26,132.0,5.3,0.7,NONE,0,158,1270.6
AF-Q9DCI9-F1-model_v6,AF,A,187,183,0.8482,75.5,4.5,2469.0,240.5,63,92,28,0.34,0.5,195.7,15.1,3.0,NONE,0,126,2469.0
AF-Q9DCJ1-F1-model_v6,AF,A,326,322,0.7835,6.1,0.9,147.4,14.1,56,213,53,0.17,0.66,1.0,8.7,0.6,NONE,0,324,147.4
AF-Q9DCJ5-F1-model_v6,AF,A,172,168,0.7798,68.5,8.2,921.4,142.2,93,56,19,0.55,0.33,113.9,16.0,1.2,NONE,0,67,921.4
AF-Q9DCJ7-F1-model_v6,AF,A,200,196,0.8214,72.9,3.9,1320.3,181.7,75,82,39,0.38,0.42,179.8,8.3,2.8,NONE,0,144,1320.3
AF-Q9DCJ9-F1-model_v6,AF,A,320,316,0.8684,87.7,3.1,6313.9,395.0,162,107,47,0.51,0.34,163.8,10.0,2.8,NONE,0,295,6313.9
AF-Q9DCK3-F1-model_v6,AF,A,238,234,0.7415,283.3,82.6,3652.4,538.6,185,29,20,0.79,0.12,358.1,0.7,1.1,NONE,0,14,3652.4
AF-Q9DCK4-F1-model_v6,AF,A,299,295,0.767,10.3,2.1,233.9,24.5,39,200,56,0.13,0.68,28.4,8.6,3.4,NONE,0,199,233.9
AF-Q9DCL2-F1-model_v6,AF,A,160,156,0.7888,65.1,4.8,1095.4,140.2,91,46,19,0.58,0.29,103.2,16.1,0.9,NONE,0,32,1095.4
AF-Q9DCL4-F1-model_v6,AF,A,406,402,0.8457,60.9,3.1,2571.8,191.3,209,152,41,0.52,0.38,106.3,14.3,2.7,NONE,0,65,2571.8
AF-Q9DCL8-F1-model_v6,AF,A,206,202,0.8362,38.0,3.7,520.3,95.0,69,101,32,0.34,0.5,98.2,8.4,1.5,NONE,0,156,520.3
AF-Q9DCL9-F1-model_v6,AF,A,425,421,0.8475,68.4,3.4,3598.5,230.0,195,184,42,0.46,0.44,140.2,7.7,0.6,NONE,0,385,3598.5
AF-Q9DCM0-F1-model_v6,AF,A,254,250,0.8433,22.0,1.3,476.6,58.4,79,127,44,0.32,0.51,54.0,9.2,1.9,NONE,0,172,476.6
AF-Q9DCM2-F1-model_v6,AF,A,226,222,0.8243,86.8,9.0,4165.0,327.9,129,63,30,0.58,0.28,136.6,24.7,2.9,NONE,0,142,4165.0
AF-Q9DCM4-F1-model_v6,AF,A,105,101,0.7709,95.3,9.4,1758.3,216.3,52,39,10,0.51,0.39,173.2,15.9,0.4,NONE,0,11,1758.3
AF-Q9DCM7-F1-model_v6,AF,A,586,582,0.8588,27.5,1.6,759.0,82.5,170,267,145,0.29,0.46,85.1,4.5,2.2,NONE,0,78,759.0
AF-Q9DCN1-F1-model_v6,AF,A,462,458,0.881,55.1,1.9,1891.6,187.8,187,202,69,0.41,0.44,128.9,4.7,2.6,NONE,0,450,1891.6
AF-Q9DCN2-F1-model_v6,AF,A,301,297,0.8574,29.0,1.2,893.3,90.0,98,157,42,0.33,0.53,64.7,14.2,1.4,NONE,0,60,893.3
AF-Q9DCN7-F1-model_v6,AF,A,395,391,0.8191,115.6,8.1,8743.2,474.2,217,108,66,0.55,0.28,204.9,5.7,2.1,NONE,0,226,8743.2
AF-Q9DCP2-F1-model_v6,AF,A,505,501,0.7849,147.4,20.0,3479.1,360.0,346,96,59,0.69,0.19,211.0,6.2,4.1,NONE,0,476,3479.1
AF-Q9DCP9-F1-model_v6,AF,A,168,164,0.8114,26.2,4.2,501.5,69.6,15,123,26,0.09,0.75,77.7,25.2,1.1,NONE,0,140,501.5
AF-Q9DCQ2-F1-model_v6,AF,A,287,283,0.8222,33.7,2.4,636.7,79.3,127,121,35,0.45,0.43,66.0,8.9,2.3,NONE,0,266,636.7
AF-Q9DCQ3-F1-model_v6,AF,A,133,129,0.6811,143.7,57.5,2349.3,258.6,110,9,10,0.85,0.07,168.0,3.5,1.7,NONE,0,123,2349.3
AF-Q9DCQ7-F1-model_v6,AF,A,411,407,0.804,41.3,3.5,657.8,88.7,150,196,61,0.37,0.48,88.4,17.6,2.0,NONE,0,320,657.8
AF-Q9DCR2-F1-model_v6,AF,A,193,189,0.7804,62.2,5.3,795.9,123.4,93,72,24,0.49,0.38,115.2,14.1,1.3,NONE,0,116,795.9
AF-Q9DCR4-F1-model_v6,AF,A,169,165,0.7928,110.6,8.8,3536.9,315.4,83,43,39,0.5,0.26,214.7,2.6,8.1,NONE,0,98,3536.9
AF-Q9DCS1-F1-model_v6,AF,A,244,240,0.7163,180.8,61.3,2963.7,349.9,174,42,24,0.72,0.17,245.3,16.7,0.7,NONE,0,200,2963.7
AF-Q9DCS2-F1-model_v6,AF,A,204,200,0.7671,31.7,2.4,389.8,58.4,93,82,25,0.47,0.41,60.5,8.6,0.7,NONE,0,157,389.8
AF-Q9DCS3-F1-model_v6,AF,A,373,369,0.8459,28.7,2.0,981.7,81.8,131,182,56,0.36,0.49,63.5,12.3,0.9,NONE,0,283,981.7
AF-Q9DCS9-F1-model_v6,AF,A,176,172,0.8034,180.0,35.4,4160.2,510.4,122,41,9,0.71,0.24,250.0,10.9,1.6,NONE,0,46,4160.2
AF-Q9DCT1-F1-model_v6,AF,A,301,297,0.878,66.0,1.4,2413.3,221.2,140,107,50,0.47,0.36,137.6,2.7,1.1,NONE,0,86,2413.3
AF-Q9DCT2-F1-model_v6,AF,A,263,259,0.8399,25.9,1.8,641.3,71.9,79,151,29,0.31,0.58,61.7,11.6,2.6,NONE,0,65,641.3
AF-Q9DCT5-F1-model_v6,AF,A,211,207,0.8424,12.5,1.5,316.6,40.3,25,144,38,0.12,0.7,22.1,13.7,1.7,NONE,0,13,316.6
AF-Q9DCT6-F1-model_v6,AF,A,171,167,0.7469,88.2,13.4,1194.3,171.0,72,70,25,0.43,0.42,191.7,11.8,4.0,NONE,0,14,1194.3
AF-Q9DCT8-F1-model_v6,AF,A,208,204,0.7197,5.0,1.0,56.3,8.4,30,130,44,0.15,0.64,7.4,5.5,2.0,NONE,0,200,56.3
AF-Q9DCU0-F1-model_v6,AF,A,330,326,0.7374,136.1,36.1,2530.8,270.0,248,54,24,0.76,0.17,175.0,15.3,6.0,NONE,0,149,2530.8
AF-Q9DCU2-F1-model_v6,AF,A,182,178,0.7111,277.9,70.9,2887.8,452.5,134,35,9,0.75,0.2,363.8,18.9,7.6,NONE,0,119,2887.8
AF-Q9DCU6-F1-model_v6,AF,A,294,290,0.896,54.0,1.3,1389.2,192.2,105,140,45,0.36,0.48,136.9,6.3,8.9,NONE,0,180,1389.2
AF-Q9DCU9-F1-model_v6,AF,A,321,317,0.7836,48.8,3.2,878.2,98.3,161,99,57,0.51,0.31,90.6,6.4,4.2,NONE,0,116,878.2
AF-Q9DCV3-F1-model_v6,AF,A,388,384,0.8263,83.8,4.2,3068.3,257.9,209,125,50,0.54,0.33,149.8,6.5,1.2,NONE,0,90,3068.3
AF-Q9DCV4-F1-model_v6,AF,A,305,301,0.7438,137.6,34.0,1793.3,265.1,209,69,23,0.69,0.23,196.4,5.1,0.7,NONE,0,258,1793.3
AF-Q9DCV6-F1-model_v6,AF,A,510,506,0.8618,117.1,2.8,5500.3,384.2,212,171,123,0.42,0.34,273.4,4.9,3.6,NONE,0,248,5500.3
AF-Q9DCV7-F1-model_v6,AF,A,457,453,0.695,259.3,127.0,7053.9,547.0,306,115,32,0.68,0.25,371.3,32.8,2.7,NONE,0,145,7053.9
AF-Q9DCW2-F1-model_v6,AF,A,307,303,0.8418,21.9,2.4,1052.1,79.1,48,203,52,0.16,0.67,53.8,19.5,1.7,NONE,0,161,1052.1
AF-Q9DCW4-F1-model_v6,AF,A,255,251,0.8481,56.7,3.1,1315.0,153.4,97,125,29,0.39,0.5,136.0,8.1,0.6,NONE,0,137,1315.0
AF-Q9DCX1-F1-model_v6,AF,A,276,272,0.8679,67.7,3.0,2340.1,217.5,93,134,45,0.34,0.49,177.5,12.0,7.0,NONE,0,130,2340.1
AF-Q9DCX2-F1-model_v6,AF,A,161,157,0.8156,157.8,21.0,5674.5,507.8,104,43,10,0.66,0.27,231.3,16.2,1.2,NONE,0,110,5674.5
AF-Q9DCX7-F1-model_v6,AF,A,243,239,0.9103,167.2,3.2,10755.3,803.2,76,106,57,0.32,0.44,479.3,32.2,2.0,NONE,0,39,10755.3
AF-Q9DCX8-F1-model_v6,AF,A,285,281,0.8544,94.7,5.4,5019.6,366.1,138,115,28,0.49,0.41,184.7,8.4,5.4,NONE,0,11,5019.6
AF-Q9DCY0-F1-model_v6,AF,A,295,291,0.8198,31.9,2.5,898.5,83.9,129,123,39,0.44,0.42,63.6,8.4,1.4,NONE,0,113,898.5
AF-Q9DCZ1-F1-model_v6,AF,A,345,341,0.8574,45.8,1.5,844.8,122.1,149,140,52,0.44,0.41,100.8,4.1,0.6,NONE,0,275,844.8
AF-Q9DCZ4-F1-model_v6,AF,A,198,194,0.7349,154.0,45.2,1958.4,292.2,122,49,23,0.63,0.25,236.0,20.1,4.0,NONE,0,178,1958.4
AF-Q9DCZ9-F1-model_v6,AF,A,258,254,0.6885,196.7,79.9,3530.1,375.8,216,19,19,0.85,0.07,231.0,1.3,1.8,NONE,0,55,3530.1
AF-Q9DD02-F1-model_v6,AF,A,197,193,0.8886,61.8,2.9,2763.0,258.2,66,102,25,0.34,0.53,163.3,10.9,1.3,NONE,0,148,2763.0
AF-Q9DD03-F1-model_v6,AF,A,202,198,0.8863,83.2,4.8,3967.2,341.9,73,97,28,0.37,0.49,200.8,18.4,1.0,NONE,0,168,3967.2
AF-Q9DD06-F1-model_v6,AF,A,162,158,0.8583,79.6,4.8,1527.9,224.5,43,96,19,0.27,0.61,237.6,24.4,1.1,NONE,0,135,1527.9
AF-Q9DD16-F1-model_v6,AF,A,308,304,0.8564,37.1,2.2,1414.3,117.6,115,141,48,0.38,0.46,82.9,12.1,1.0,NONE,0,179,1414.3
AF-Q9DD18-F1-model_v6,AF,A,209,205,0.8381,24.8,1.4,824.0,74.6,60,106,39,0.29,0.52,69.8,7.9,1.8,NONE,0,105,824.0
AF-Q9DD19-F1-model_v6,AF,A,359,355,0.8323,224.2,8.4,6376.2,594.7,168,126,61,0.47,0.35,466.3,7.5,5.0,NONE,0,277,6376.2
AF-Q9DD20-F1-model_v6,AF,A,244,240,0.814,48.7,5.2,991.4,119.7,129,84,27,0.54,0.35,86.0,6.0,3.1,NONE,0,6,991.4
AF-Q9DD23-F1-model_v6,AF,A,127,123,0.9133,65.6,1.7,2086.7,257.1,39,70,14,0.32,0.57,192.8,7.8,0.7,NONE,0,121,2086.7
AF-Q9DD24-F1-model_v6,AF,A,104,100,0.7921,206.2,30.7,3638.3,487.4,62,26,12,0.62,0.26,330.6,3.2,2.7,NONE,0,92,3638.3
AF-Q9EP51-F1-model_v6,AF,A,310,306,0.702,168.4,62.4,1954.0,288.6,250,39,17,0.82,0.13,205.5,2.3,3.6,NONE,0,213,1954.0
AF-Q9EP52-F1-model_v6,AF,A,222,218,0.8796,77.2,3.3,2652.3,267.4,93,85,40,0.43,0.39,171.9,8.9,2.0,NONE,0,137,2652.3
AF-Q9EP53-F1-model_v6,AF,A,1161,1157,0.8584,108.6,7.4,16815.7,581.7,608,354,195,0.53,0.31,201.3,7.7,2.8,NONE,0,623,16815.7
AF-Q9EP64-F1-model_v6,AF,A,317,313,0.8179,43.0,5.7,810.2,108.3,95,175,43,0.3,0.56,114.4,14.0,3.5,NONE,0,42,810.2
AF-Q9EP66-F1-model_v6,AF,A,360,356,0.7596,105.1,22.5,1847.5,216.5,247,78,31,0.69,0.22,150.2,3.9,0.7,NONE,0,243,1847.5
AF-Q9EP69-F1-model_v6,AF,A,587,583,0.8616,72.6,3.2,6833.8,336.7,269,239,75,0.46,0.41,150.8,7.1,1.0,NONE,0,468,6833.8
AF-Q9EP71-F1-model_v6,AF,A,979,975,0.7815,136.9,31.0,13317.6,529.9,676,185,114,0.69,0.19,195.0,7.8,1.8,NONE,0,580,13317.6
AF-Q9EP72-F1-model_v6,AF,A,241,237,0.8927,43.3,2.3,2800.0,205.0,71,116,50,0.3,0.49,134.5,5.4,1.8,NONE,0,173,2800.0
AF-Q9EP73-F1-model_v6,AF,A,290,286,0.8825,113.7,6.1,6208.5,456.3,88,172,26,0.31,0.6,342.0,14.0,0.8,NONE,0,268,6208.5
AF-Q9EP75-F1-model_v6,AF,A,524,520,0.8309,128.3,6.8,3845.2,355.1,321,143,56,0.62,0.28,205.3,5.2,1.2,NONE,0,39,3845.2
AF-Q9EP78-F1-model_v6,AF,A,484,480,0.8561,98.3,4.9,8551.6,461.9,278,140,62,0.58,0.29,162.7,13.1,1.8,NONE,0,4,8551.6
AF-Q9EP79-F1-model_v6,AF,A,309,305,0.7131,179.9,67.0,3084.9,340.5,245,43,17,0.8,0.14,222.7,6.2,1.5,NONE,0,183,3084.9
AF-Q9EP82-F1-model_v6,AF,A,413,409,0.9171,37.3,1.2,3550.9,236.2,105,247,57,0.26,0.6,115.8,12.2,1.4,NONE,0,383,3550.9
AF-Q9EP89-F1-model_v6,AF,A,551,547,0.8533,54.3,2.5,1900.5,154.7,177,277,93,0.32,0.51,147.0,11.9,4.1,NONE,0,173,1900.5
AF-Q9EP93-F1-model_v6,AF,A,310,306,0.7709,310.5,88.5,12029.1,863.3,254,37,15,0.83,0.12,373.5,2.9,1.4,NONE,0,98,12029.1
AF-Q9EP95-F1-model_v6,AF,A,111,107,0.83,86.3,4.9,1435.5,205.4,40,55,12,0.37,0.51,220.2,7.7,0.7,NONE,0,11,1435.5
AF-Q9EP96-F1-model_v6,AF,A,670,666,0.8674,162.1,11.2,20404.8,1074.2,442,151,73,0.66,0.23,242.6,3.7,1.9,NONE,0,323,20404.8
AF-Q9EP97-F1-model_v6,AF,A,568,564,0.8129,28.7,3.0,677.2,71.0,171,293,100,0.3,0.52,65.9,16.3,1.5,NONE,0,34,677.2
AF-Q9EPA7-F1-model_v6,AF,A,285,281,0.8327,57.7,4.2,1147.0,148.4,127,120,34,0.45,0.43,111.4,16.5,2.9,NONE,0,278,1147.0
AF-Q9EPB4-F1-model_v6,AF,A,193,189,0.7617,73.5,10.4,853.0,140.1,135,36,18,0.71,0.19,101.8,3.4,1.7,NONE,0,7,853.0
AF-Q9EPB5-F1-model_v6,AF,A,311,307,0.8405,64.0,3.9,2646.0,199.9,146,122,39,0.48,0.4,117.1,20.4,1.3,NONE,0,187,2646.0
AF-Q9EPB7-F1-model_v6,AF,A,384,380,0.7471,183.6,48.2,6098.7,471.1,285,61,34,0.75,0.16,236.5,17.1,38.4,NONE,0,110,6098.7
AF-Q9EPB8-F1-model_v6,AF,A,315,311,0.7131,184.8,75.1,4841.7,412.1,259,39,13,0.83,0.13,221.2,3.6,4.5,NONE,0,30,4841.7
AF-Q9EPC1-F1-model_v6,AF,A,372,368,0.8252,105.1,7.8,2819.9,282.1,206,114,48,0.56,0.31,183.2,7.3,2.7,NONE,0,106,2819.9
AF-Q9EPC2-F1-model_v6,AF,A,251,247,0.9413,63.1,1.8,7569.0,497.1,47,157,43,0.19,0.64,132.8,58.9,2.4,NONE,0,202,7569.0
AF-Q9EPC5-F1-model_v6,AF,A,134,130,0.8299,27.2,2.4,417.3,67.9,21,88,21,0.16,0.68,77.8,21.5,0.5,NONE,0,31,417.3
AF-Q9EPE9-F1-model_v6,AF,A,1200,1196,0.8401,91.5,5.3,5446.2,292.4,593,466,137,0.5,0.39,172.0,15.3,1.8,NONE,0,750,5446.2
AF-Q9EPJ9-F1-model_v6,AF,A,414,410,0.9046,30.0,1.3,3954.8,205.2,107,179,124,0.26,0.44,60.5,31.1,2.1,NONE,0,146,3954.8
AF-Q9EPK2-F1-model_v6,AF,A,347,343,0.8649,28.6,1.6,1138.9,92.3,105,189,49,0.31,0.55,81.6,6.2,1.4,NONE,0,309,1138.9
AF-Q9EPK5-F1-model_v6,AF,A,395,391,0.8991,57.6,1.9,4303.7,264.8,78,202,111,0.2,0.52,196.2,30.4,9.5,NONE,0,9,4303.7
AF-Q9EPK6-F1-model_v6,AF,A,465,461,0.8338,139.7,12.9,7452.0,587.0,295,113,53,0.64,0.25,213.8,10.5,2.7,NONE,0,454,7452.0
AF-Q9EPK7-F1-model_v6,AF,A,1087,1083,0.7641,129.5,29.4,6142.8,344.8,855,143,85,0.79,0.13,163.4,1.9,3.0,NONE,0,1018,6142.8
AF-Q9EPK8-F1-model_v6,AF,A,871,867,0.8347,63.6,3.0,2846.9,183.0,435,287,145,0.5,0.33,123.0,4.8,1.6,NONE,0,376,2846.9
AF-Q9EPL0-F1-model_v6,AF,A,865,861,0.9024,56.3,1.7,8638.0,343.4,295,428,138,0.34,0.5,151.3,8.6,1.3,NONE,0,188,8638.0
AF-Q9EPL2-F1-model_v6,AF,A,979,975,0.8811,21.8,1.8,2434.0,127.5,162,641,172,0.17,0.66,88.8,10.2,1.9,NONE,0,873,2434.0
AF-Q9EPL4-F1-model_v6,AF,A,318,314,0.8545,74.5,3.6,1630.1,205.5,152,126,36,0.48,0.4,148.5,6.1,1.5,NONE,0,84,1630.1
AF-Q9EPL5-F1-model_v6,AF,A,464,460,0.8795,35.9,1.0,1092.9,117.4,139,251,70,0.3,0.55,87.6,17.2,0.3,NONE,0,62,1092.9
AF-Q9EPL6-F1-model_v6,AF,A,463,459,0.9032,51.5,1.2,2914.5,228.1,152,240,67,0.33,0.52,139.9,9.6,0.6,NONE,0,28,2914.5
AF-Q9EPL8-F1-model_v6,AF,A,1038,1034,0.7393,79.3,18.8,2036.1,163.4,795,152,87,0.77,0.15,101.6,4.0,7.5,NONE,0,289,2036.1
AF-Q9EPL9-F1-model_v6,AF,A,700,696,0.7967,82.9,6.8,1475.6,185.0,451,169,76,0.65,0.24,126.3,4.0,0.9,NONE,0,130,1475.6
AF-Q9EPM5-F1-model_v6,AF,A,470,466,0.7552,237.3,67.0,5274.4,558.2,284,125,57,0.61,0.27,385.2,8.7,1.9,NONE,0,418,5274.4
AF-Q9EPN1-2-F1-model_v6,AF,A,739,735,0.8883,32.2,1.1,1557.2,110.7,256,361,118,0.35,0.49,76.9,10.3,2.3,NONE,0,93,1557.2
AF-Q9EPQ1-F1-model_v6,AF,A,795,791,0.8868,40.1,1.4,4336.5,187.8,302,353,136,0.38,0.45,89.8,12.6,1.3,NONE,0,618,4336.5
AF-Q9EPQ2-F1-model_v6,AF,A,1331,1327,0.8625,120.2,6.6,6769.9,444.8,522,621,184,0.39,0.47,292.1,10.6,2.1,NONE,0,974,6769.9
AF-Q9EPQ7-F1-model_v6,AF,A,213,209,0.8618,34.5,3.0,828.3,110.1,68,114,27,0.33,0.55,93.7,7.2,0.6,NONE,0,63,828.3
AF-Q9EPQ8-F1-model_v6,AF,A,1987,1983,0.848,6.0,0.9,848.7,32.7,112,925,946,0.06,0.47,49.7,4.1,2.7,NONE,0,1909,848.7
AF-Q9EPR2-F1-model_v6,AF,A,192,188,0.7828,109.6,18.3,2057.6,281.9,113,45,30,0.6,0.24,173.0,21.9,2.4,NONE,0,177,2057.6
AF-Q9EPR4-F1-model_v6,AF,A,648,644,0.8491,103.1,8.8,9143.5,453.4,406,150,88,0.63,0.23,159.4,9.8,2.0,NONE,0,143,9143.5
AF-Q9EPR5-F1-model_v6,AF,A,1159,1155,0.912,23.9,1.3,3017.1,154.6,167,763,225,0.14,0.66,129.6,7.1,2.4,NONE,0,1093,3017.1
AF-Q9EPS2-F1-model_v6,AF,A,98,94,0.8037,182.6,15.0,3621.4,516.0,50,36,8,0.53,0.38,328.5,20.2,1.2,NONE,0,21,3621.4
AF-Q9EPS3-F1-model_v6,AF,A,618,614,0.9077,71.8,2.0,4676.4,309.7,219,301,94,0.36,0.49,189.9,8.1,0.6,NONE,0,471,4676.4
AF-Q9EPT5-F1-model_v6,AF,A,643,639,0.7896,102.1,12.7,2233.8,236.0,427,147,65,0.67,0.23,150.4,6.3,2.0,NONE,0,621,2233.8
AF-Q9EPU0-F1-model_v6,AF,A,1124,1120,0.8411,18.7,1.4,601.4,53.0,371,521,228,0.33,0.47,48.4,4.9,1.7,NONE,0,894,601.4
AF-Q9EPU4-F1-model_v6,AF,A,1441,1437,0.836,11.3,1.4,1492.1,53.2,208,986,243,0.14,0.69,30.9,9.5,1.6,NONE,0,1427,1492.1
AF-Q9EPU5-F1-model_v6,AF,A,655,651,0.8822,46.0,3.0,2679.1,171.9,204,345,102,0.31,0.53,134.8,6.3,2.3,NONE,0,462,2679.1
AF-Q9EPV8-F1-model_v6,AF,A,73,69,0.8576,45.8,1.7,1068.2,141.9,22,38,9,0.32,0.55,107.5,20.9,0.4,NONE,0,30,1068.2
AF-Q9EPV9-F1-model_v6,AF,A,64,60,0.911,174.0,3.3,4530.0,656.4,27,22,11,0.45,0.37,384.1,2.9,0.5,NONE,0,3,4530.0
AF-Q9EPW0-F1-model_v6,AF,A,939,935,0.8133,60.5,5.7,2933.2,177.0,465,360,110,0.5,0.39,116.2,6.7,1.1,NONE,0,825,2933.2
AF-Q9EPW2-F1-model_v6,AF,A,415,411,0.7489,11.5,2.2,260.2,24.0,63,259,89,0.15,0.63,30.7,10.3,1.5,NONE,0,335,260.2
AF-Q9EPW4-F1-model_v6,AF,A,196,192,0.8499,211.8,3.9,6617.6,648.2,103,67,22,0.54,0.35,391.7,4.6,0.4,NONE,0,11,6617.6
AF-Q9EPW9-F1-model_v6,AF,A,795,791,0.8812,35.1,1.3,3045.8,144.1,306,358,127,0.39,0.45,76.9,11.5,1.0,NONE,0,592,3045.8
AF-Q9EPX2-F1-model_v6,AF,A,1280,1276,0.8216,9.3,1.2,755.3,36.7,144,880,252,0.11,0.69,16.3,10.5,0.9,NONE,0,678,755.3
AF-Q9EPX5-F1-model_v6,AF,A,326,322,0.8496,45.3,1.2,1003.9,120.0,144,125,53,0.45,0.39,73.9,30.6,2.2,NONE,0,93,1003.9
AF-Q9EPZ6-F1-model_v6,AF,A,613,609,0.8937,25.0,1.9,1622.9,129.4,103,362,144,0.17,0.59,111.1,9.8,1.4,NONE,0,36,1622.9
AF-Q9EQ00-F1-model_v6,AF,A,218,214,0.8042,98.0,5.2,1753.2,225.6,134,59,21,0.63,0.28,154.4,4.0,1.7,NONE,0,28,1753.2
AF-Q9EQ06-F1-model_v6,AF,A,298,294,0.8078,81.5,5.6,2137.4,197.4,161,97,36,0.55,0.33,141.6,11.7,0.7,NONE,0,22,2137.4
AF-Q9EQ09-F1-model_v6,AF,A,363,359,0.755,284.2,85.8,8034.2,658.1,226,102,31,0.63,0.28,447.5,8.3,1.1,NONE,0,178,8034.2
AF-Q9EQ14-F1-model_v6,AF,A,196,192,0.7694,93.3,14.5,1822.1,202.5,110,60,22,0.57,0.31,154.3,13.2,7.0,NONE,0,97,1822.1
AF-Q9EQ15-F1-model_v6,AF,A,326,322,0.8291,9.6,0.9,497.1,35.4,51,217,54,0.16,0.67,1.6,13.8,0.6,NONE,0,7,497.1
AF-Q9EQ16-F1-model_v6,AF,A,351,347,0.717,122.6,40.2,2223.5,244.7,280,41,26,0.81,0.12,151.5,2.0,2.3,NONE,0,35,2223.5
AF-Q9EQ20-F1-model_v6,AF,A,535,531,0.8569,62.9,2.7,2541.2,191.4,244,218,69,0.46,0.41,132.0,5.3,1.0,NONE,0,100,2541.2
AF-Q9EQ21-F1-model_v6,AF,A,83,79,0.8524,398.5,11.7,8926.1,1186.1,36,31,12,0.46,0.39,853.6,20.1,10.7,NONE,0,10,8926.1
AF-Q9EQ28-F1-model_v6,AF,A,462,458,0.8861,27.6,1.9,1594.3,115.9,93,242,123,0.2,0.53,95.6,13.8,3.1,NONE,0,116,1594.3
AF-Q9EQ31-F1-model_v6,AF,A,354,350,0.7849,225.9,46.1,7220.2,588.1,259,56,35,0.74,0.16,304.3,3.8,1.4,NONE,0,210,7220.2
AF-Q9EQ32-F1-model_v6,AF,A,811,807,0.8541,43.9,2.5,2206.8,146.5,285,379,143,0.35,0.47,109.8,10.3,1.8,NONE,0,633,2206.8
AF-Q9EQ44-F1-model_v6,AF,A,310,306,0.7219,185.9,68.3,3754.0,378.3,250,40,16,0.82,0.13,226.9,2.7,2.8,NONE,0,273,3754.0
AF-Q9EQ45-F1-model_v6,AF,A,309,305,0.7358,205.3,64.2,3977.5,434.0,243,44,18,0.8,0.14,257.0,3.1,2.3,NONE,0,255,3977.5
AF-Q9EQ46-F1-model_v6,AF,A,310,306,0.7441,240.1,81.5,8628.2,643.3,252,39,15,0.82,0.13,291.0,2.7,2.7,NONE,0,252,8628.2
AF-Q9EQ47-F1-model_v6,AF,A,310,306,0.7238,243.4,83.2,3122.1,462.3,253,38,15,0.83,0.12,293.7,3.0,2.5,NONE,0,202,3122.1
AF-Q9EQ48-F1-model_v6,AF,A,279,275,0.7569,286.8,93.9,17837.5,1158.9,222,38,15,0.81,0.14,354.1,6.2,1.3,NONE,0,256,17837.5
