human_gene,disease,human_uid,mimic_uid,mimic_species,source_type,score,h_gini,m_gini,h_n,m_n,h_conc,m_conc
POMGNT1,Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A3; Muscular dystrophy-dystroglycanopathy ,Q8WZA1,Q6ZFR0,rice,dietary,82,0.9385,0.9088,656,579,95.0,80.0
POMGNT1,Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A3; Muscular dystrophy-dystroglycanopathy ,Q8WZA1,O48851,arabidopsis,dietary,82,0.9385,0.9231,656,767,95.0,124.0
POMGNT1,Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A3; Muscular dystrophy-dystroglycanopathy ,Q8WZA1,Q9M3D8,arabidopsis,dietary,82,0.9385,0.9108,656,660,95.0,62.0
POMGNT1,Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A3; Muscular dystrophy-dystroglycanopathy ,Q8WZA1,Q9S9M1,arabidopsis,dietary,82,0.9385,0.9148,656,727,95.0,99.0
POMGNT1,Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A3; Muscular dystrophy-dystroglycanopathy ,Q8WZA1,Q9SHI3,arabidopsis,dietary,82,0.9385,0.9365,656,725,95.0,90.0
FLRT3,Hypogonadotropic hypogonadism 21 with or without anosmia,Q9NZU0,Q01448,yeast,dietary,82,0.9461,0.9285,645,621,130.0,163.0
FLRT3,Hypogonadotropic hypogonadism 21 with or without anosmia,Q9NZU0,Q12446,yeast,dietary,82,0.9461,0.9136,645,629,130.0,112.0
HNRNPDL,"Muscular dystrophy, limb-girdle, autosomal dominant 3",O14979,Q8S1V1,rice,dietary,82,0.9188,0.9108,416,420,133.0,106.0
HNRNPDL,"Muscular dystrophy, limb-girdle, autosomal dominant 3",O14979,Q94JL3,arabidopsis,dietary,82,0.9188,0.9195,416,389,133.0,157.0
HNRNPDL,"Muscular dystrophy, limb-girdle, autosomal dominant 3",O14979,Q9AST1,arabidopsis,dietary,82,0.9188,0.9134,416,368,133.0,102.0
GSX2,Diencephalic-mesencephalic junction dysplasia syndrome 2,Q9BZM3,Q8L556,rice,dietary,82,0.9401,0.9525,300,309,138.0,56.0
GSX2,Diencephalic-mesencephalic junction dysplasia syndrome 2,Q9BZM3,Q9FLX4,arabidopsis,dietary,82,0.9401,0.9208,300,322,138.0,74.0
GSX2,Diencephalic-mesencephalic junction dysplasia syndrome 2,Q9BZM3,Q9SV30,arabidopsis,dietary,82,0.9401,0.9292,300,318,138.0,157.0
RNF220,"Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy",Q5VTB9,P23293,yeast,dietary,82,0.927,0.9237,562,653,88.0,168.0
RNF220,"Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy",Q5VTB9,P32900,yeast,dietary,82,0.927,0.9185,562,730,88.0,68.0
RNF220,"Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy",Q5VTB9,P9WI79,tuberculosis,microbial,82,0.927,0.9291,562,660,88.0,118.0
NECTIN1,"Ectodermal dysplasia, Margarita Island type; Non-syndromic orofacial cleft 7",Q15223,Q00539,yeast,dietary,82,0.9191,0.9237,513,519,85.0,114.0
NECTIN1,"Ectodermal dysplasia, Margarita Island type; Non-syndromic orofacial cleft 7",Q15223,P26648,ecoli,microbial,82,0.9191,0.9243,513,466,85.0,145.0
CD40,Immunodeficiency with hyper-IgM 3,P25942,Q6ZIF9,rice,dietary,82,0.9341,0.9354,273,270,107.0,96.0
RUNX2,Cleidocranial dysplasia 1; Metaphyseal dysplasia with maxillary hypoplasia with or without brachydactyly,Q13950,Q9XI90,arabidopsis,dietary,82,0.9366,0.9364,517,510,91.0,60.0
AMBN,Amelogenesis imperfecta 1F,Q9NP70,Q3EBM5,arabidopsis,dietary,82,0.9295,0.9259,443,443,109.0,93.0
HOXA2,"Microtia, hearing impairment, and cleft palate; Microtia with or without hearing impairment",O43364,Q9FFH0,arabidopsis,dietary,82,0.9267,0.9107,372,382,105.0,86.0
DCT,"Albinism, oculocutaneous, 8",P40126,Q75K78,rice,dietary,82,0.9384,0.8958,515,517,83.0,88.0
DCT,"Albinism, oculocutaneous, 8",P40126,Q2FYU7,staph,microbial,82,0.9384,0.9156,515,501,83.0,107.0
FGFR2,Crouzon syndrome; Jackson-Weiss syndrome; Apert syndrome; Pfeiffer syndrome; Beare-Stevenson cutis gyrata syndrome; Fami,P21802,Q9C5P0,arabidopsis,dietary,82,0.9269,0.9169,817,751,118.0,134.0
ST14,"Ichthyosis, congenital, autosomal recessive 11",Q9Y5Y6,Q7G3T8,rice,dietary,82,0.9297,0.9061,851,824,86.0,61.0
ST14,"Ichthyosis, congenital, autosomal recessive 11",Q9Y5Y6,Q8W0A1,rice,dietary,82,0.9297,0.9154,851,823,86.0,86.0
ST14,"Ichthyosis, congenital, autosomal recessive 11",Q9Y5Y6,P18962,yeast,dietary,82,0.9297,0.9286,851,814,86.0,167.0
ST14,"Ichthyosis, congenital, autosomal recessive 11",Q9Y5Y6,F4J8G2,arabidopsis,dietary,82,0.9297,0.9236,851,871,86.0,118.0
ST14,"Ichthyosis, congenital, autosomal recessive 11",Q9Y5Y6,Q9SVM3,arabidopsis,dietary,82,0.9297,0.9383,851,840,86.0,68.0
ST14,"Ichthyosis, congenital, autosomal recessive 11",Q9Y5Y6,Q5ABU8,candida,microbial,82,0.9297,0.9291,851,642,86.0,118.0
NAF1,"Pulmonary fibrosis, and/or bone marrow failure syndrome, telomere-related, 7",Q96HR8,Q59X67,candida,microbial,82,0.9259,0.9142,490,546,71.0,75.0
NAF1,"Pulmonary fibrosis, and/or bone marrow failure syndrome, telomere-related, 7",Q96HR8,Q5AP95,candida,microbial,82,0.9259,0.8963,490,513,71.0,73.0
SLITRK2,"Intellectual developmental disorder, X-linked 111",Q9H156,C0LGL4,arabidopsis,dietary,82,0.9314,0.925,841,876,135.0,98.0
SLITRK2,"Intellectual developmental disorder, X-linked 111",Q9H156,F4JCU0,arabidopsis,dietary,82,0.9314,0.9275,841,1003,135.0,135.0
SLITRK2,"Intellectual developmental disorder, X-linked 111",Q9H156,Q8W234,arabidopsis,dietary,82,0.9314,0.925,841,873,135.0,211.0
DLL1,Neurodevelopmental disorder with non-specific brain abnormalities and with or without seizures,O00548,P92982,arabidopsis,dietary,82,0.9245,0.9096,719,618,72.0,77.0
LINGO1,"Intellectual developmental disorder, autosomal recessive 64",Q96FE5,P36115,yeast,dietary,82,0.9385,0.9296,616,611,85.0,173.0
LINGO1,"Intellectual developmental disorder, autosomal recessive 64",Q96FE5,Q9LX20,arabidopsis,dietary,82,0.9385,0.9303,616,524,85.0,152.0
PRLR,Multiple fibroadenomas of the breast; Hyperprolactinemia,P16471,Q5MBR6,rice,dietary,82,0.9296,0.9223,618,572,88.0,122.0
YAP1,"Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or impaired intellectual development",P46937,Q9FL69,arabidopsis,dietary,82,0.9336,0.9322,500,479,97.0,52.0
YAP1,"Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or impaired intellectual development",P46937,Q5A220,candida,microbial,82,0.9336,0.9246,500,596,97.0,88.0
IRF2BPL,"Neurodevelopmental disorder with regression, abnormal movements, loss of speech, and seizures",Q9H1B7,Q9SCV5,arabidopsis,dietary,82,0.9343,0.9298,792,822,77.0,143.0
LAT,Immunodeficiency 52,O43561,Q10KN4,rice,dietary,82,0.9468,0.9199,258,260,73.0,75.0
LAT,Immunodeficiency 52,O43561,Q4PR39,rice,dietary,82,0.9468,0.9253,258,259,73.0,71.0
LAT,Immunodeficiency 52,O43561,Q4PR41,rice,dietary,82,0.9468,0.9288,258,251,73.0,142.0
LAT,Immunodeficiency 52,O43561,Q9XHX0,rice,dietary,82,0.9468,0.9402,258,247,73.0,96.0
LAT,Immunodeficiency 52,O43561,P50112,yeast,dietary,82,0.9468,0.9438,258,264,73.0,75.0
LAT,Immunodeficiency 52,O43561,Q6IVU7,arabidopsis,dietary,82,0.9468,0.9509,258,255,73.0,80.0
LAT,Immunodeficiency 52,O43561,Q9C554,arabidopsis,dietary,82,0.9468,0.921,258,246,73.0,82.0
LAT,Immunodeficiency 52,O43561,Q0PC56,campylobacter,microbial,82,0.9468,0.9438,258,264,73.0,64.0
ENG,"Telangiectasia, hereditary hemorrhagic, 1",P17813,Q9FJ13,arabidopsis,dietary,82,0.925,0.9011,654,659,68.0,134.0
ENG,"Telangiectasia, hereditary hemorrhagic, 1",P17813,Q9LJU0,arabidopsis,dietary,82,0.925,0.9262,654,668,68.0,149.0
GATA1,"X-linked dyserythropoietic anemia and thrombocytopenia; Thrombocytopenia with beta-thalassemia, X-linked; Anemia without",P15976,Q8GW05,rice,dietary,82,0.9145,0.9159,409,384,72.0,52.0
IFNGR2,Immunodeficiency 28,P38484,Q38909,arabidopsis,dietary,82,0.9437,0.9225,333,328,88.0,110.0
SLITRK6,Deafness and myopia,Q9H5Y7,Q8W234,arabidopsis,dietary,82,0.9331,0.925,837,873,62.0,211.0
PHC1,"Microcephaly 11, primary, autosomal recessive",P78364,P39083,yeast,dietary,82,0.9196,0.9132,1000,1003,74.0,159.0
PHC1,"Microcephaly 11, primary, autosomal recessive",P78364,C0LGQ9,arabidopsis,dietary,82,0.9196,0.9098,1000,1049,74.0,67.0
PHC1,"Microcephaly 11, primary, autosomal recessive",P78364,Q9LJS2,arabidopsis,dietary,82,0.9196,0.914,1000,877,74.0,82.0
PHC1,"Microcephaly 11, primary, autosomal recessive",P78364,Q9LZV7,arabidopsis,dietary,82,0.9196,0.926,1000,963,74.0,94.0
PHC1,"Microcephaly 11, primary, autosomal recessive",P78364,P0DL10,maize,dietary,82,0.9196,0.921,1000,992,74.0,89.0
TSHB,"Hypothyroidism, congenital, non-goitrous, 4",P01222,P04145,soybean,dietary,82,0.9304,0.939,134,143,66.0,81.0
TSHB,"Hypothyroidism, congenital, non-goitrous, 4",P01222,F2Q9V5,arabidopsis,dietary,82,0.9304,0.9448,134,133,66.0,55.0
TSHB,"Hypothyroidism, congenital, non-goitrous, 4",P01222,Q93VP3,arabidopsis,dietary,82,0.9304,0.932,134,155,66.0,53.0
TSHB,"Hypothyroidism, congenital, non-goitrous, 4",P01222,O31994,bacillus,microbial,82,0.9304,0.9218,134,151,66.0,60.0
FAM177A1,Neurodevelopmental disorder with white matter abnormalities and gait disturbance,Q8N128,Q8GY54,arabidopsis,dietary,82,0.9216,0.9181,209,212,59.0,71.0
FAM177A1,Neurodevelopmental disorder with white matter abnormalities and gait disturbance,Q8N128,P0AAJ1,ecoli,microbial,82,0.9216,0.9127,209,201,59.0,50.0
FAM177A1,Neurodevelopmental disorder with white matter abnormalities and gait disturbance,Q8N128,P54501,bacillus,microbial,82,0.9216,0.9236,209,207,59.0,66.0
FAM177A1,Neurodevelopmental disorder with white matter abnormalities and gait disturbance,Q8N128,Q584D5,trypanosoma,parasitic,82,0.9216,0.9025,209,240,59.0,63.0
MAG,"Spastic paraplegia 75, autosomal recessive",P20916,O80760,arabidopsis,dietary,82,0.9239,0.9168,622,620,70.0,83.0
CSF2RA,Pulmonary surfactant metabolism dysfunction 4,P15509,Q9ZVP8,arabidopsis,dietary,82,0.9137,0.9108,396,410,66.0,68.0
CSF2RA,Pulmonary surfactant metabolism dysfunction 4,P15509,Q9HYL1,pseudomonas,microbial,82,0.9137,0.8965,396,424,66.0,65.0
IKZF5,Thrombocytopenia 7,Q9H5V7,Q8S3D1,arabidopsis,dietary,82,0.9347,0.924,415,403,67.0,61.0
GPIHBP1,Hyperlipoproteinemia 1D,Q8IV16,Q8S6P9,rice,dietary,82,0.9175,0.9142,180,165,52.0,46.0
GPIHBP1,Hyperlipoproteinemia 1D,Q8IV16,Q9SS03,arabidopsis,dietary,82,0.9175,0.9152,180,185,52.0,52.0
DEAF1,"Vulto-van Silfout-de Vries syndrome; Neurodevelopmental disorder with hypotonia, impaired expressive language, and with ",O75398,Q52QU2,arabidopsis,dietary,82,0.9329,0.9258,561,577,45.0,81.0
FSHB,Hypogonadotropic hypogonadism 24 with or without anosmia,P01225,P04145,soybean,dietary,82,0.9324,0.939,125,143,47.0,81.0
FSHB,Hypogonadotropic hypogonadism 24 with or without anosmia,P01225,Q93VP3,arabidopsis,dietary,82,0.9324,0.932,125,155,47.0,53.0
EMD,"Emery-Dreifuss muscular dystrophy 1, X-linked",P50402,A0A1D6F5N5,maize,dietary,82,0.9307,0.9152,250,243,42.0,52.0
SLURP1,Mal de Meleda,P55000,A8MS78,arabidopsis,dietary,82,0.9133,0.9217,99,123,29.0,32.0
SLURP1,Mal de Meleda,P55000,O30472,bacillus,microbial,82,0.9133,0.8843,99,100,29.0,21.0
PRR12,Neuroocular syndrome 1,Q9ULL5,Q6MWY2,tuberculosis,microbial,80,0.9337,0.9364,2032,2519,664.0,652.0
LIFR,Stuve-Wiedemann syndrome 1,P42702,Q9LP24,arabidopsis,dietary,80,0.9445,0.9448,1093,1116,542.0,474.0
FBXO38,"Neuronopathy, distal hereditary motor, autosomal dominant 6",Q6PIJ6,Q9LL84,arabidopsis,dietary,80,0.9539,0.953,1184,1215,722.0,774.0
SOBP,"Impaired intellectual development, anterior maxillary protrusion, and strabismus",A7XYQ1,Q8S983,rice,dietary,80,0.9315,0.9219,869,951,441.0,201.0
SOBP,"Impaired intellectual development, anterior maxillary protrusion, and strabismus",A7XYQ1,P47043,yeast,dietary,80,0.9315,0.9512,869,876,441.0,507.0
ADGRL1,"Developmental delay, behavioral abnormalities, and neuropsychiatric disorders",O94910,Q6ZCZ2,rice,dietary,80,0.9305,0.9383,1470,1210,624.0,203.0
TAF2,"Neurodevelopmental disorder with feeding difficulties, thin corpus callosum, and foot deformity",Q6P1X5,F4J8C6,arabidopsis,dietary,80,0.9202,0.8924,1195,1046,476.0,295.0
TAF2,"Neurodevelopmental disorder with feeding difficulties, thin corpus callosum, and foot deformity",Q6P1X5,Q9M297,arabidopsis,dietary,80,0.9202,0.8905,1195,1252,476.0,243.0
PHF8,"Intellectual developmental disorder, X-linked, syndromic, Siderius type",Q9UPP1,Q5AGM0,candida,microbial,80,0.9514,0.9219,1056,1013,363.0,186.0
ADAM22,Developmental and epileptic encephalopathy 61,Q9P0K1,Q10MJ1,rice,dietary,80,0.95,0.9301,902,934,471.0,545.0
ADAM22,Developmental and epileptic encephalopathy 61,Q9P0K1,P47043,yeast,dietary,80,0.95,0.9512,902,876,471.0,507.0
ADAM22,Developmental and epileptic encephalopathy 61,Q9P0K1,O49329,arabidopsis,dietary,80,0.95,0.947,902,860,471.0,294.0
ADAM22,Developmental and epileptic encephalopathy 61,Q9P0K1,Q5AP80,candida,microbial,80,0.95,0.9465,902,781,471.0,346.0
ENAM,Amelogenesis imperfecta 1B; Amelogenesis imperfecta 1C,Q9NRM1,F4KDH9,arabidopsis,dietary,80,0.9346,0.9349,1138,1192,404.0,505.0
TNIK,"Intellectual developmental disorder, autosomal recessive 54",Q9UKE5,Q9LJF3,arabidopsis,dietary,80,0.9179,0.9197,1356,1160,292.0,175.0
TNIK,"Intellectual developmental disorder, autosomal recessive 54",Q9UKE5,Q46124,campylobacter,microbial,80,0.9179,0.8991,1356,1374,292.0,305.0
MEGF10,"Congenital myopathy 10A, severe variant; Congenital myopathy 10B, mild variant",Q96KG7,Q02630,yeast,dietary,80,0.9533,0.9538,1136,1109,282.0,659.0
B4GALNT1,"Spastic paraplegia 26, autosomal recessive",Q00973,P14614,rice,dietary,80,0.9536,0.9341,529,496,310.0,210.0
B4GALNT1,"Spastic paraplegia 26, autosomal recessive",Q00973,Q9AV81,rice,dietary,80,0.9536,0.9349,529,523,310.0,216.0
B4GALNT1,"Spastic paraplegia 26, autosomal recessive",Q00973,Q8RW90,arabidopsis,dietary,80,0.9536,0.9601,529,417,310.0,274.0
B4GALNT1,"Spastic paraplegia 26, autosomal recessive",Q00973,Q93YV7,arabidopsis,dietary,80,0.9536,0.9451,529,604,310.0,218.0
B4GALNT1,"Spastic paraplegia 26, autosomal recessive",Q00973,Q9FJT2,arabidopsis,dietary,80,0.9536,0.9413,529,431,310.0,301.0
SYCP2,Spermatogenic failure 1,Q9BX26,Q6YXY2,rice,dietary,80,0.9163,0.9158,1526,1664,304.0,192.0
SYCP2,Spermatogenic failure 1,Q9BX26,P32873,yeast,dietary,80,0.9163,0.9208,1526,1124,304.0,369.0
SYCP2,Spermatogenic failure 1,Q9BX26,F4K1J4,arabidopsis,dietary,80,0.9163,0.9131,1526,1419,304.0,326.0
PCDHGC4,Neurodevelopmental disorder with poor growth and skeletal anomalies,Q9Y5F7,Q8S983,rice,dietary,80,0.9236,0.9219,934,951,262.0,201.0
BTNL2,Sarcoidosis 2,Q9UIR0,Q0J360,rice,dietary,80,0.9287,0.9214,478,592,274.0,182.0
BTNL2,Sarcoidosis 2,Q9UIR0,Q10JL1,rice,dietary,80,0.9287,0.9315,478,464,274.0,60.0
ATL3,"Neuropathy, hereditary sensory, 1F",Q6DD88,Q67WQ7,rice,dietary,80,0.9184,0.914,537,614,313.0,236.0
ATL3,"Neuropathy, hereditary sensory, 1F",Q6DD88,Q9FWC1,rice,dietary,80,0.9184,0.8999,537,559,313.0,224.0
ATL3,"Neuropathy, hereditary sensory, 1F",Q6DD88,Q9FMX6,arabidopsis,dietary,80,0.9184,0.9134,537,461,313.0,242.0
ATL3,"Neuropathy, hereditary sensory, 1F",Q6DD88,Q9SX62,arabidopsis,dietary,80,0.9184,0.9073,537,554,313.0,238.0
ATL3,"Neuropathy, hereditary sensory, 1F",Q6DD88,P37197,ecoli,microbial,80,0.9184,0.916,537,461,313.0,181.0
ATL3,"Neuropathy, hereditary sensory, 1F",Q6DD88,P9WPI3,tuberculosis,microbial,80,0.9184,0.931,537,627,313.0,224.0
TBXT,Neural tube defects; Chordoma; Sacral agenesis with vertebral anomalies,O15178,Q0DAE8,rice,dietary,80,0.9622,0.9484,431,422,278.0,249.0
TBXT,Neural tube defects; Chordoma; Sacral agenesis with vertebral anomalies,O15178,Q67UE8,rice,dietary,80,0.9622,0.9597,431,397,278.0,169.0
TBXT,Neural tube defects; Chordoma; Sacral agenesis with vertebral anomalies,O15178,P25580,yeast,dietary,80,0.9622,0.9545,431,412,278.0,199.0
TBXT,Neural tube defects; Chordoma; Sacral agenesis with vertebral anomalies,O15178,O80502,arabidopsis,dietary,80,0.9622,0.955,431,368,278.0,265.0
TBXT,Neural tube defects; Chordoma; Sacral agenesis with vertebral anomalies,O15178,Q944L3,arabidopsis,dietary,80,0.9622,0.9334,431,442,278.0,232.0
TBXT,Neural tube defects; Chordoma; Sacral agenesis with vertebral anomalies,O15178,Q8I6T1,malaria,parasitic,80,0.9622,0.9561,431,444,278.0,209.0
CNNM4,Jalili syndrome,Q6P4Q7,P38088,yeast,dietary,80,0.9384,0.9213,771,686,258.0,287.0
CNNM4,Jalili syndrome,Q6P4Q7,Q84P17,arabidopsis,dietary,80,0.9384,0.9219,771,723,258.0,215.0
CNNM4,Jalili syndrome,Q6P4Q7,A0A1D8PKB4,candida,microbial,80,0.9384,0.9376,771,491,258.0,215.0
CNNM4,Jalili syndrome,Q6P4Q7,P71707,tuberculosis,microbial,80,0.9384,0.9311,771,816,258.0,234.0
GCM2,"Hypoparathyroidism, familial isolated, 2; Hyperparathyroidism 4",O75603,Q12303,yeast,dietary,80,0.9053,0.8958,502,504,237.0,181.0
GCM2,"Hypoparathyroidism, familial isolated, 2; Hyperparathyroidism 4",O75603,Q5AP95,candida,microbial,80,0.9053,0.8963,502,513,237.0,73.0
PDZD8,Intellectual developmental disorder with autism and dysmorphic facies,Q8NEN9,Q0D9R7,rice,dietary,80,0.9202,0.9365,1150,1157,237.0,201.0
PDZD8,Intellectual developmental disorder with autism and dysmorphic facies,Q8NEN9,Q2QM47,rice,dietary,80,0.9202,0.9084,1150,1005,237.0,295.0
PDZD8,Intellectual developmental disorder with autism and dysmorphic facies,Q8NEN9,Q84W55,arabidopsis,dietary,80,0.9202,0.9003,1150,1097,237.0,203.0
PDZD8,Intellectual developmental disorder with autism and dysmorphic facies,Q8NEN9,Q9C5W3,arabidopsis,dietary,80,0.9202,0.8981,1150,981,237.0,262.0
PDZD8,Intellectual developmental disorder with autism and dysmorphic facies,Q8NEN9,Q5AGM0,candida,microbial,80,0.9202,0.9219,1150,1013,237.0,186.0
ELF4,"Autoinflammatory syndrome, familial, X-linked, Behcet-like 2",Q99607,P38739,yeast,dietary,80,0.9302,0.9336,659,601,262.0,214.0
ELF4,"Autoinflammatory syndrome, familial, X-linked, Behcet-like 2",Q99607,P9WPI3,tuberculosis,microbial,80,0.9302,0.931,659,627,262.0,224.0
LRIG2,Urofacial syndrome 2,O94898,P93022,arabidopsis,dietary,80,0.9445,0.9355,1061,1160,238.0,170.0
LRIG2,Urofacial syndrome 2,O94898,Q9LP46,arabidopsis,dietary,80,0.9445,0.9148,1061,1016,238.0,203.0
BUD13,Achalasia-progeroid syndrome,Q9BRD0,P25364,yeast,dietary,80,0.9195,0.9157,615,560,193.0,205.0
BUD13,Achalasia-progeroid syndrome,Q9BRD0,P36115,yeast,dietary,80,0.9195,0.9296,615,611,193.0,173.0
HEPHL1,"Abnormal hair, joint laxity, and developmental delay",Q6MZM0,Q0D9R7,rice,dietary,80,0.9417,0.9365,1155,1157,183.0,201.0
GP1BA,"Non-arteritic anterior ischemic optic neuropathy; Bernard-Soulier syndrome; Bernard-Soulier syndrome A2, autosomal domin",P07359,Q5N7B4,rice,dietary,80,0.9363,0.9336,648,555,202.0,176.0
GP1BA,"Non-arteritic anterior ischemic optic neuropathy; Bernard-Soulier syndrome; Bernard-Soulier syndrome A2, autosomal domin",P07359,Q8W413,arabidopsis,dietary,80,0.9363,0.9432,648,587,202.0,146.0
SASH3,Immunodeficiency 102,O75995,Q6AWY8,rice,dietary,80,0.9403,0.9264,376,393,220.0,67.0
SASH3,Immunodeficiency 102,O75995,P27705,yeast,dietary,80,0.9403,0.9662,376,500,220.0,301.0
SASH3,Immunodeficiency 102,O75995,P25856,arabidopsis,dietary,80,0.9403,0.928,376,392,220.0,161.0
CNTNAP1,"Lethal congenital contracture syndrome 7; Neuropathy, congenital hypomyelinating, 3",P78357,A0A1D8PFE5,candida,microbial,80,0.9147,0.9009,1380,1389,179.0,196.0
CNTNAP1,"Lethal congenital contracture syndrome 7; Neuropathy, congenital hypomyelinating, 3",P78357,Q79FI9,tuberculosis,microbial,80,0.9147,0.913,1380,1455,179.0,138.0
CDH11,Elsahy-Waters syndrome; Teebi hypertelorism syndrome 2,P55287,P32486,yeast,dietary,80,0.9529,0.956,792,716,203.0,361.0
SQSTM1,"Paget disease of bone 3; Frontotemporal dementia and/or amyotrophic lateral sclerosis 3; Neurodegeneration with ataxia, ",Q13501,P14614,rice,dietary,80,0.9421,0.9341,436,496,278.0,210.0
SQSTM1,"Paget disease of bone 3; Frontotemporal dementia and/or amyotrophic lateral sclerosis 3; Neurodegeneration with ataxia, ",Q13501,Q9AV81,rice,dietary,80,0.9421,0.9349,436,523,278.0,216.0
SQSTM1,"Paget disease of bone 3; Frontotemporal dementia and/or amyotrophic lateral sclerosis 3; Neurodegeneration with ataxia, ",Q13501,P32588,yeast,dietary,80,0.9421,0.9415,436,449,278.0,229.0
SQSTM1,"Paget disease of bone 3; Frontotemporal dementia and/or amyotrophic lateral sclerosis 3; Neurodegeneration with ataxia, ",Q13501,P32611,yeast,dietary,80,0.9421,0.9228,436,389,278.0,101.0
SQSTM1,"Paget disease of bone 3; Frontotemporal dementia and/or amyotrophic lateral sclerosis 3; Neurodegeneration with ataxia, ",Q13501,Q01159,yeast,dietary,80,0.9421,0.9351,436,455,278.0,210.0
DSC2,"Arrhythmogenic right ventricular dysplasia, familial, 11",Q02487,Q2QQX6,rice,dietary,80,0.9222,0.9133,897,837,218.0,289.0
DSC2,"Arrhythmogenic right ventricular dysplasia, familial, 11",Q02487,Q653U3,rice,dietary,80,0.9222,0.9261,897,913,218.0,380.0
DSC2,"Arrhythmogenic right ventricular dysplasia, familial, 11",Q02487,Q8S983,rice,dietary,80,0.9222,0.9219,897,951,218.0,201.0
DSC2,"Arrhythmogenic right ventricular dysplasia, familial, 11",Q02487,P33336,yeast,dietary,80,0.9222,0.9207,897,767,218.0,188.0
DSC2,"Arrhythmogenic right ventricular dysplasia, familial, 11",Q02487,Q04195,yeast,dietary,80,0.9222,0.9315,897,900,218.0,379.0
DSC2,"Arrhythmogenic right ventricular dysplasia, familial, 11",Q02487,Q8LPQ9,arabidopsis,dietary,80,0.9222,0.9211,897,897,218.0,120.0
DSC2,"Arrhythmogenic right ventricular dysplasia, familial, 11",Q02487,Q93YR9,arabidopsis,dietary,80,0.9222,0.9147,897,666,218.0,175.0
DSC2,"Arrhythmogenic right ventricular dysplasia, familial, 11",Q02487,Q9LP46,arabidopsis,dietary,80,0.9222,0.9148,897,1016,218.0,203.0
DSC2,"Arrhythmogenic right ventricular dysplasia, familial, 11",Q02487,Q9SJF0,arabidopsis,dietary,80,0.9222,0.9278,897,1014,218.0,177.0
BRCA1,"Breast cancer; Breast-ovarian cancer, familial, 1; Ovarian cancer; Pancreatic cancer 4; Fanconi anemia, complementation ",P38398,F4J7T3,arabidopsis,dietary,80,0.9386,0.9269,1859,1953,170.0,219.0
